0.000000000000000000e+00,1.535556635344609155e+01
2.000400080016003206e-03,1.534724982192953391e+01
4.000800160032006413e-03,1.533979099569140025e+01
6.001200240048009185e-03,1.533305634917578253e+01
8.001600320064012825e-03,1.532693432402852096e+01
1.000200040008001647e-02,1.532133156598452395e+01
1.200240048009601837e-02,1.481542677904272587e+01
1.400280056011202201e-02,1.480454746331998805e+01
1.600320064012802565e-02,1.464774784026979404e+01
1.800360072014402929e-02,1.463250745710159428e+01
2.000400080016003293e-02,1.461993718088394978e+01
2.200440088017603657e-02,1.460968965338937586e+01
2.400480096019203674e-02,1.460145915540135242e+01
2.600520104020804038e-02,1.537278433732179295e+01
2.800560112022404402e-02,1.536204229806582156e+01
3.000600120024004766e-02,1.484259193632333051e+01
3.200640128025605130e-02,1.535140531034752520e+01
3.400680136027205147e-02,1.482583196292931937e+01
3.600720144028805858e-02,1.534480707117782039e+01
3.800760152030405875e-02,1.533747485719390902e+01
4.000800160032006586e-02,1.533086755268096901e+01
4.200840168033606603e-02,1.532487051023442604e+01
4.400880176035207314e-02,1.480918823842027088e+01
4.600920184036807331e-02,1.479944954355804043e+01
4.800960192038407348e-02,1.532633021836002918e+01
5.001000200040008059e-02,1.465757016849205741e+01
5.201040208041608076e-02,1.464072082057501234e+01
5.401080216043208787e-02,1.462676466612444770e+01
5.601120224044808804e-02,1.461532449529643252e+01
5.801160232046409515e-02,1.460606870975654559e+01
6.001200240048009532e-02,1.536523552147880878e+01
6.201240248049610243e-02,1.535552050650827560e+01
6.401280256051210260e-02,1.534689810984431446e+01
6.601320264052810971e-02,1.533919402360566586e+01
6.801360272054410294e-02,1.533226319307098073e+01
7.001400280056011005e-02,1.482655082219667975e+01
7.201440288057611716e-02,1.481437559101086876e+01
7.401480296059212427e-02,1.480417542263761455e+01
7.601520304060811750e-02,1.479569718441988790e+01
7.801560312062412461e-02,1.465236289968959582e+01
8.001600320064013172e-02,1.463722326175631316e+01
8.201640328065612495e-02,1.462479728611523733e+01
8.401680336067213206e-02,1.536344111363417397e+01
8.601720344068813917e-02,1.535418339710434843e+01
8.801760352070414628e-02,1.534594759301942091e+01
9.001800360072013951e-02,1.533857062777782509e+01
9.201840368073614662e-02,1.533191682103346487e+01
9.401880376075215373e-02,1.532587310955585380e+01
9.601920384076814696e-02,1.463725919508695306e+01
9.801960392078415407e-02,1.462377101222869591e+01
1.000200040008001612e-01,1.461265436967326004e+01
1.020204040808161683e-01,1.460361391811970222e+01
1.040208041608321615e-01,1.536318984367369467e+01
