0.000000000000000000e+00,1.475181694290022882e+01
2.000400080016003206e-03,1.474923292535731001e+01
4.000800160032006413e-03,1.534317443270237113e+01
6.001200240048009185e-03,1.534381095607174572e+01
8.001600320064012825e-03,1.534412920964818738e+01
1.000200040008001647e-02,1.534413060004542828e+01
1.200240048009601837e-02,1.534382088277059175e+01
1.400280056011202201e-02,1.442897547414198733e+01
1.600320064012802565e-02,1.440593221787669265e+01
1.800360072014402929e-02,1.438548045411548593e+01
2.000400080016003293e-02,1.478491623361808749e+01
2.200440088017603657e-02,1.537634604703630892e+01
2.400480096019203674e-02,1.536875906959527605e+01
2.600520104020804038e-02,1.536207625400330201e+01
2.800560112022404402e-02,1.535613074037008552e+01
3.000600120024004766e-02,1.535078325063862437e+01
3.200640128025605130e-02,1.496412982765216881e+01
3.400680136027205147e-02,1.479623323078667774e+01
3.600720144028805858e-02,1.478503223939337907e+01
3.800760152030405875e-02,1.477587253392719191e+01
4.000800160032006586e-02,1.476850162959573254e+01
4.200840168033606603e-02,1.476269672518703580e+01
4.400880176035207314e-02,1.475826146899548696e+01
4.600920184036807331e-02,1.475502302872554417e+01
4.800960192038407348e-02,1.535100734627635966e+01
5.001000200040008059e-02,1.535085520157624472e+01
5.201040208041608076e-02,1.535050588866172738e+01
5.401080216043208787e-02,1.534994284549254928e+01
5.601120224044808804e-02,1.534915651088947897e+01
5.801160232046409515e-02,1.443349333103492071e+01
6.001200240048009532e-02,1.441013415426159661e+01
6.201240248049610243e-02,1.438942574430266674e+01
6.401280256051210260e-02,1.478596769849764492e+01
6.601320264052810971e-02,1.538078500598874854e+01
6.801360272054410294e-02,1.537294461641888965e+01
7.001400280056011005e-02,1.536604624076280068e+01
7.201440288057611716e-02,1.535991781724222704e+01
7.401480296059212427e-02,1.535441551047061282e+01
7.601520304060811750e-02,1.534941901293028543e+01
7.801560312062412461e-02,1.479255656167974564e+01
8.001600320064013172e-02,1.478068747945986239e+01
8.201640328065612495e-02,1.477092146078134505e+01
8.401680336067213206e-02,1.476300595782307212e+01
8.601720344068813917e-02,1.475671649775770256e+01
8.801760352070414628e-02,1.475185397304734813e+01
9.001800360072013951e-02,1.474824210699062021e+01
9.201840368073614662e-02,1.474572510435743133e+01
9.401880376075215373e-02,1.534284831862303022e+01
9.601920384076814696e-02,1.534317056467837226e+01
9.801960392078415407e-02,1.534324605011008380e+01
1.000200040008001612e-01,1.534306481073893558e+01
1.020204040808161683e-01,1.534262296083663379e+01
1.040208041608321615e-01,1.478670011058258815e+01
1.060212042408481686e-01,1.441055620123668746e+01
1.080216043208641757e-01,1.439044614093964825e+01
1.100220044008801829e-01,1.477681201951703649e+01
1.120224044808961761e-01,1.536463229305715217e+01
1.140228045609121832e-01,1.535978041534342076e+01
1.160232046409281903e-01,1.535541682558072374e+01
1.180236047209441835e-01,1.535143242748567260e+01
1.200240048009601906e-01,1.478652239323850104e+01
1.220244048809761978e-01,1.477666917376718381e+01
1.240248049609922049e-01,1.476866388590306123e+01
1.260252050410081981e-01,1.476228342921656100e+01
1.280256051210242052e-01,1.475732978534079010e+01
1.300260052010402123e-01,1.475362753253157777e+01
1.320264052810562194e-01,1.534782310694948926e+01
1.340268053610722265e-01,1.534747402640793190e+01
1.360272054410882059e-01,1.534695309912179972e+01
1.380276055211042130e-01,1.534624196403342644e+01
1.400280056011202201e-01,1.504704855513811346e+01
1.420284056811362272e-01,1.439992152430730599e+01
1.440288057611522343e-01,1.437987957476984313e+01
1.460292058411682414e-01,1.537075679834081221e+01
1.480296059211842485e-01,1.536279885954845881e+01
1.500300060012002279e-01,1.535578202717633545e+01
1.520304060812162350e-01,1.478455767944483590e+01
1.540308061612322421e-01,1.477309952231395762e+01
1.560312062412482492e-01,1.476377172960704698e+01
1.580316063212642563e-01,1.494455822497142528e+01
1.600320064012802634e-01,1.494653173176381955e+01
1.620324064812962706e-01,1.494977257102401857e+01
1.640328065613122499e-01,1.537845048834533479e+01
1.660332066413282570e-01,1.537462494276421587e+01
1.680336067213442641e-01,1.480782736569850933e+01
1.700340068013602712e-01,1.443906799894927673e+01
1.720344068813762783e-01,1.441631007179986490e+01
1.740348069613922855e-01,1.506248322744263746e+01
1.760352070414082926e-01,1.538417148877884344e+01
1.780356071214242719e-01,1.537619727095157529e+01
1.800360072014402790e-01,1.536916237958011422e+01
1.820364072814562861e-01,1.536289463237125652e+01
1.840368073614722932e-01,1.535725024533244820e+01
1.860372074414883004e-01,1.479816261455035686e+01
1.880376075215043075e-01,1.478605443586346802e+01
1.900380076015203146e-01,1.439455390279853297e+01
1.920384076815362939e-01,1.477496325655932452e+01
1.940388077615523010e-01,1.476620007456148365e+01
1.960392078415683081e-01,1.475928033377871174e+01
1.980396079215843153e-01,1.535143091474262356e+01
2.000400080016003224e-01,1.534871540559651315e+01
2.020404080816163295e-01,1.534620716255579076e+01
2.040408081616323366e-01,1.534383417076090161e+01
2.060412082416483437e-01,1.534153890354809313e+01
2.080416083216643230e-01,1.478561385631783409e+01
2.100420084016803302e-01,1.477590307333948871e+01
2.120424084816963373e-01,1.476799254780521231e+01
2.140428085617123444e-01,1.476166889401678617e+01
2.160432086417283515e-01,1.437527545966873710e+01
2.180436087217443586e-01,1.476007411775172429e+01
2.200440088017603657e-01,1.475511030410126168e+01
2.220444088817763451e-01,1.535527540125299062e+01
2.240448089617923522e-01,1.535313585386463586e+01
2.260452090418083593e-01,1.535111926802679960e+01
2.280456091218243664e-01,1.534916438092772317e+01
2.300460092018403735e-01,1.534722314205701110e+01
2.320464092818563806e-01,1.534525809674914498e+01
2.340468093618723877e-01,1.479172905141543026e+01
2.360472094418883671e-01,1.441114604105166386e+01
2.380476095219043742e-01,1.439004719939930155e+01
2.400480096019203813e-01,1.477850610159457823e+01
2.420484096819363884e-01,1.476919783551087662e+01
2.440488097619523955e-01,1.536009436428061825e+01
2.460492098419684026e-01,1.535554687889650438e+01
2.480496099219844097e-01,1.535146526062625760e+01
2.500500100020003891e-01,1.534774270527595164e+01
2.520504100820163962e-01,1.478027286067636759e+01
2.540508101620324033e-01,1.477108208467549666e+01
2.560512102420484104e-01,1.476366244966277463e+01
2.580516103220644175e-01,1.475780044459833995e+01
2.600520104020804246e-01,1.534040551247526096e+01
2.620524104820964317e-01,1.533979767835069374e+01
2.640528105621124388e-01,1.476912702157819268e+01
2.660532106421284460e-01,1.476309170189379572e+01
2.680536107221444531e-01,1.533987899282376510e+01
2.700540108021604602e-01,1.476702193149969844e+01
2.720544108821764118e-01,1.534063004328263879e+01
2.740548109621924189e-01,1.477089720586254096e+01
2.760552110422084260e-01,1.476554673203561663e+01
2.780556111222244331e-01,1.476142891741769603e+01
2.800560112022404402e-01,1.534596281522928507e+01
2.820564112822564473e-01,1.504374180079565271e+01
